niat,Jawapan
tempah_China,"Semua pengembara yang menginap dalam penyenaraian Airbnb di Republik Rakyat China (yang untuk tujuan ini, tidak termasuk Hong Kong, Macau dan Taiwan) (“China”) perlu memberikan maklumat yang serupa dengan maklumat yang telah dikumpulkan oleh syarikat hospitaliti lain di China selama beberapa dekad. . Ini adalah satu langkah yang kami ambil semasa kami meneroka cara untuk membantu hos dan tetamu kami mematuhi peraturan dan peraturan yang sesuai. Airbnb mengendalikan perniagaan kami di China (yang untuk tujuan ini, tidak termasuk Hong Kong, Macau dan Taiwan) (“China”) melalui Airbnb Internet (Beijing) Co., Ltd. (“Airbnb China”). Jika anda tidak menetap di China: Jika anda tidak menetap di China dan anda bertanya tentang atau mengesahkan tempahan untuk perkhidmatan di China, maklumat yang anda berikan akan dipindahkan ke, disimpan, digunakan dan diproses oleh Airbnb China, seperti : Nama, nombor telefon dan alamat e-mel anda Maklumat tempahan dan daftar masuk/keluar termasuk bandar, tarikh, masa, jumlah pembayaran, alamat penyenaraian dan data yang tersedia secara umum tentang penyenaraian anda Mesej antara anda dan hos Nama, kewarganegaraan , jantina, tarikh lahir, butiran pasport/ID negara (termasuk jenis ID, nombor ID dan tarikh luput pasport) semua tetamu yang menginap dalam penyenaraian, termasuk anda sendiri Maklumat yang diperoleh daripada maklumat yang anda berikan di atas (cth bandar sebagai sebahagian daripada alamat anda) atau penggunaan atau interaksi anda dengan Platform Airbnb untuk bertanya tentang atau mengesahkan tempahan untuk perkhidmatan di China (cth tarikh atau masa mesej dihantar atau tempahan disahkan). Agensi kerajaan China memerlukan Airbnb China untuk mendedahkan maklumat hos dan penyenaraian yang berkaitan dengan penyenaraian China, serta maklumat tempahan tetamu dan daftar masuk/keluar yang berkaitan dengan tempahan di China. Sama seperti syarikat hospitaliti lain yang menjalankan perniagaan di China, Airbnb China akan mendedahkan maklumat anda di atas kepada agensi kerajaan China tanpa notis lanjut kepada anda. Maklumat anda mungkin akan dikongsikan dengan pembekal perkhidmatan (termasuk di China) untuk membantu menjalankan perniagaan kami. Pembekal perkhidmatan kami juga mungkin mendedahkan maklumat anda jika dikehendaki oleh undang-undang. Sila rujuk kepada Dasar Privasi kami dan Dasar Privasi China kami untuk mengetahui lebih lanjut tentang amalan privasi kami. Jika anda tinggal di China: Jika anda tinggal di China, maklumat anda disimpan, digunakan dan diproses oleh Airbnb China. Jika anda bertanya tentang atau mengesahkan tempahan untuk perkhidmatan di China, maklumat yang anda berikan akan disimpan, digunakan dan diproses oleh Airbnb China, seperti: Nama, nombor telefon dan alamat e-mel anda Maklumat tempahan dan daftar masuk/keluar termasuk bandar , tarikh, masa, jumlah pembayaran, alamat penyenaraian dan data yang tersedia secara umum tentang penyenaraian anda Mesej antara anda dan hos Nama, kewarganegaraan, jantina, tarikh lahir, butiran pasport/kebangsaan (termasuk jenis ID dan nombor ID ) dan tarikh luput pasport bagi semua tetamu yang tinggal dalam penyenaraian, termasuk diri anda Maklumat yang diperoleh daripada maklumat yang anda berikan di atas (cth bandar sebagai sebahagian daripada alamat anda) atau penggunaan atau interaksi anda dengan Platform Airbnb untuk bertanya tentang atau sahkan tempahan untuk perkhidmatan di China (cth tarikh atau masa mesej dihantar atau tempahan disahkan). Agensi kerajaan China memerlukan Airbnb China untuk mendedahkan maklumat hos dan penyenaraian yang berkaitan dengan penyenaraian China, dan tempahan tetamu serta maklumat daftar masuk/keluar yang berkaitan dengan tempahan di China. Sama seperti syarikat hospitaliti lain yang menjalankan perniagaan di China, Airbnb China akan mendedahkan maklumat anda di atas kepada agensi kerajaan China tanpa notis lanjut kepada anda. Maklumat anda mungkin akan dikongsikan dengan pembekal perkhidmatan (termasuk di China) untuk membantu menjalankan perniagaan kami. Pembekal perkhidmatan kami juga mungkin mendedahkan maklumat anda jika dikehendaki oleh undang-undang."
tempah_kecemasan,"Dalam sesetengah keadaan selepas peristiwa krisis, Airbnb.org mengaktifkan program yang membolehkan orang yang terjejas meminta perumahan kecemasan secara langsung. Dalam keadaan ini, anda akan menemui artikel di Bilik Akhbar Airbnb dengan maklumat tentang acara tersebut dan pautan yang membolehkan anda menyerahkan permintaan. Anda perlu log masuk atau mencipta akaun Airbnb, mengesahkan alamat kelayakan anda, menjawab beberapa soalan dan bersetuju dengan syarat tertentu. Selepas anda menyerahkan permintaan anda, Airbnb.org boleh menghubungi untuk menyemak butiran tambahan. Airbnb.org bertujuan untuk menyemak semua penyerahan dalam masa 24 jam. Jika maklumat anda tidak dapat disahkan atau tidak memenuhi kriteria kelayakan Airbnb.org, anda akan menerima e-mel untuk memberitahu anda. Dalam keadaan lain, orang mesti dirujuk atau dibantu oleh rakan kongsi bukan untung Airbnb.org atau organisasi lain untuk menempah atau menggunakan penginapan. Dalam keadaan ini, individu tidak boleh memohon perumahan kecemasan secara langsung. Jika anda diluluskan, anda akan menerima e-mel yang menjemput anda untuk menyemak imbas penginapan Airbnb.org yang tersedia. Berikut ialah beberapa petua yang perlu diingat: Baca jemputan e-mel dengan teliti. Ia akan menggariskan cara menempah penginapan dan tarikh yang boleh anda tempah. Pastikan tempat itu sesuai. Semak butiran penyenaraian—bilangan bilik tidur, kemudahan dan foto. Pastikan penginapan anda memenuhi keperluan program. Jika tidak, ia akan dibatalkan mengikut dasar pembatalan Hos. Perlukan maklumat lanjut? Jika anda mempunyai sebarang soalan, klik atau ketik Hubungi hos pada halaman penyenaraian."
kenalan,"Anda boleh menyemak penyenaraian dan klik atau ketik Hos Hubungi untuk menghantar mesej. Petua profesional: Jika anda ingin bertanya tentang butiran tempahan tertentu, masukkan tarikh dan bilangan tetamu untuk perjalanan anda sebelum menekan Hos Hubungi (anda tidak akan dapat menghantar mesej melainkan anda telah memilih tarikh)."
jemput_tempah,"Jadi, anda telah memikirkan beberapa tarikh dan anda menemui tempat yang anda minati. Anda menghantar mesej kepada Hos dan mereka membalas dengan jemputan untuk menempah. Berita baik—ini bermakna tempat itu tersedia dan Hos ingin menutup perjanjian itu. Apa yang akan datang? Apa yang anda perlu lakukan ialah klik Tempah Sekarang dalam urutan mesej, tambah maklumat pembayaran anda dan klik Sahkan. Anda akan bersedia. Tidak cukup bersedia? Anda mempunyai 24 jam untuk memutuskan sama ada anda ingin menempah tarikh tersebut dan harga tersebut. Jika anda menunggu lebih lama, yuran tetamu mungkin berubah, atau Hos boleh menerima tempahan lain, kerana mereka boleh menjemput ramai bakal tetamu."
pra_luluskan,"Pra-kelulusan ialah cara untuk hos memberitahu anda sama ada penyenaraian mereka tersedia untuk tarikh yang anda tanyakan. Setelah anda dipraluluskan, anda boleh menempah tempahan anda secara automatik untuk tarikh tersebut tanpa menunggu balasan lain daripada hos anda. Perlu diingat bahawa apabila hos menghantar pra-kelulusan kepada anda, tempahan anda tidak disahkan sehingga anda telah mengklik Tempah Ia dalam urutan mesej anda dan menambahkan maklumat pembayaran anda. Hos boleh menghantar pra-kelulusan kepada pelbagai bakal tetamu, jadi jika anda telah menemui ruang yang sesuai, pastikan anda menyelesaikan proses tempahan secepat mungkin. Anda mempunyai 24 jam untuk menerima pra-kelulusan sebelum ia tamat tempoh. Jika lebih daripada 24 jam telah berlalu, anda masih boleh menerima pra-kelulusan, tetapi hos anda perlu meluluskan permintaan anda sebelum tempahan anda disahkan."
terima,"Pergi ke Peti Masuk anda dan buka mesej Hos anda Semak butiran pra-kelulusan atau tawaran istimewa anda dan klik atau ketik Tempah sekarang Seterusnya, klik Tempah dan semak maklumat pembayaran anda Klik atau ketik Sahkan dan bayar"
tawaran istimewa,Hos memilih harga tersuai (atau butiran lain) dan menjemput anda untuk menempah dengan butiran baharu. Anda mempunyai 24 jam untuk menerima tawaran istimewa.
kontrak,"Sesetengah Hos meminta tetamu menandatangani kontrak atau perjanjian sewa. Ini supaya Hos boleh menguatkuasakan peraturan tertentu yang melindungi diri mereka dan harta benda mereka secara sah. Anda harus dimaklumkan tentang keperluan ini sebelum anda menempah dan anda tidak diwajibkan untuk menandatangani apa-apa. Jika anda tidak selesa dengannya, anda boleh membincangkannya dengan Hos atau mencari tempat penginapan lain. Jika anda membuat tempahan dan kemudian Hos memberitahu anda tentang kontrak, anda boleh menolak untuk menandatanganinya dan meminta Hos anda membatalkan tempahan anda."
penyenaraian_segeracara,"Pergi ke penyenaraian dan klik Semak ketersediaan Pilih tarikh, bilangan tetamu, kemudian klik Tempah Jika anda ditunjukkan Sahkan dan bayar, anda boleh menempah serta-merta Jika anda ditunjukkan Minta untuk menempah, anda boleh menambah maklumat pembayaran, menyemak dasar dan terma, dan mesej kepada hos sebelum anda menyerahkan Jika anda menempah serta-merta, anda boleh pergi. Jika anda menghantar permintaan, Hos anda biasanya akan membalas dalam masa 24 jam. Sementara itu, kami mungkin meminta anda mengesahkan identiti anda—sesetengah Hos memerlukannya, dan ini membantu kami memastikan keselamatan komuniti kami. Di semua tempat kecuali India, jika Hos menerima permintaan anda, anda akan dikenakan bayaran untuk tempahan tersebut. Jika mereka menolak atau tidak bertindak balas dalam masa 24 jam, tiada bayaran dikenakan dan anda akan bebas untuk menempah penginapan lain. Untuk tetamu yang membayar dalam rupee India, anda akan dikenakan bayaran untuk tempahan apabila anda meminta untuk menempah. Jika permintaan anda tamat tempoh atau ditolak oleh Hos, kami akan segera membayar balik anda sepenuhnya, yang boleh mengambil masa sehingga 10 hari, bergantung pada bank anda."
batalkan,"Mula-mula, semak status permintaan anda. Jika Hos telah menerimanya, maka ia tertakluk pada dasar pembatalan mereka. Jika masih belum selesai, anda boleh membatalkan dan anda tidak akan dicaj untuk tempahan atau yuran perkhidmatan. Cara paling mudah ialah mencari urutan mesej dengan Hos anda dalam Peti Masuk anda dan pilih Tarik balik permintaan. Jika tidak: 1. Pergi ke Trips dan klik Tunjukkan lagi rancangan perjalanan 2. Untuk tempahan yang menyatakan Menunggu kelulusan Hos, klik Batalkan tempahan 3. Klik Batalkan permintaan/tempahan"
semak_tempahan,"Status tempahan anda memastikan anda sentiasa dikemas kini tentang semua jenis perkara, seperti sama ada anda disahkan atau perlu melakukan sesuatu seperti mengesahkan ID anda atau meninggalkan semakan. Untuk menyemaknya, sama ada cari urutan mesej dengan Hos dalam peti masuk anda atau pergi ke Perjalanan dan klik atau ketik Tunjukkan lagi rancangan perjalanan, kemudian Tunjukkan butiran. Status Disahkan bermakna anda bersedia untuk pergi! Anda akan menerima e-mel yang menyatakan demikian, bersama-sama dengan teks (SMS) dan pemberitahuan tolak jika anda telah menyediakannya."
tempah_beza,"Untuk penyenaraian tempah Segera, tempahan anda disahkan secara automatik. Jika anda menggunakan butang Permintaan untuk menempah, Hos mempunyai 24 jam untuk membalas. Jika mereka menolak atau tidak membalas, jangan risau: Anda tidak akan dikenakan bayaran dan bebas untuk menempah penginapan lain. Walau apa pun, pastikan akaun anda dikemas kini dengan maklumat pembayaran yang sah dan ID anda yang disahkan (Sesetengah Hos memerlukannya.)"
status_tempahan,"Tiba hari ini Tetamu akan tiba dalam masa 24 jam. Tiba esok Tetamu akan tiba tidak lama lagi, tetapi tidak dalam masa 24 jam. Tiba dalam __ hari Tetamu akan menyemak dalam bilangan hari tersebut. Sekarang adalah masa yang baik untuk mencetak butiran tempahan dan menyelaraskan daftar masuk jika anda belum berbuat demikian. Menunggu ID tetamu Hos memerlukan tetamu untuk mengesahkan identiti mereka sebelum menerima permintaan perjalanan. Mereka mempunyai 12 jam untuk berbuat demikian; jika tidak, permintaan akan tamat tempoh. Menunggu ulasan tetamu Tetamu telah mendaftar keluar dan mempunyai 14 hari untuk menulis ulasan penginapan mereka. Menunggu pembayaran Permintaan perjalanan telah diterima, tetapi bayaran tetamu belum selesai. Tempahan tidak dapat disahkan sehingga pembayaran selesai, jadi mereka mempunyai 24 jam untuk mengemas kini maklumat pembayaran mereka. Jika tidak, tempahan akan dibatalkan tanpa denda. Ketahui lebih lanjut tentang tempahan yang sedang menunggu pembayaran. Dibatalkan Tempahan telah dibatalkan, mungkin kerana: Tetamu tidak mengesahkan identiti mereka dalam tempoh masa 12 jam Pembayaran mereka tidak berjaya dan mereka tidak mengemas kini maklumat pembayaran mereka dalam masa 24 jam Dibatalkan oleh anda/tetamu/Hos /Airbnb Sama ada Hos, tetamu atau Airbnb membatalkan tempahan yang disahkan. Kadangkala, Airbnb mungkin membatalkan bagi pihak Hos atau tetamu. Mendaftar keluar hari ini Tetamu akan mendaftar keluar dalam masa 24 jam. Perubahan belum selesai Sama ada Hos atau tetamu telah memulakan perubahan perjalanan. Disahkan Permintaan perjalanan telah diterima, sama ada oleh Hos atau secara automatik melalui tempah Segera. Airbnb telah mengutip bayaran. Sedang menjadi tuan rumah Tetamu sedang dalam perjalanan mereka pada masa ini. bagus! Jemputan tamat tempoh Tetamu tidak menerima jemputan mereka yang telah diluluskan terlebih dahulu untuk menempah dalam masa 24 jam selepas menerimanya daripada Hos. Mereka masih boleh menempah tempat itu, tetapi mereka perlu menghantar permintaan perjalanan baharu. Jemputan dihantar Hos telah menjemput tetamu untuk menempah tarikh yang ditunjukkan dengan pengesahan automatik. Tetamu mempunyai 24 jam untuk menerima dengan memilih Tempah Sekarang. Tidak mungkin Tarikh yang diminta tidak lagi tersedia. Ini boleh berlaku atas beberapa sebab, termasuk pertindihan tempahan atau kemas kini terkini pada kalendar Hos. Tawaran tamat tempoh Tetamu menerima tawaran istimewa daripada Hos tetapi tidak menerimanya dalam tempoh 24 jam. Tetamu yang lalu Tetamu telah menyelesaikan perjalanan mereka. Permintaan ditolak Hos menolak permintaan perjalanan tetamu, jadi mereka tidak akan dikenakan bayaran. Permintaan tamat tempoh Sama ada Hos atau tetamu mengambil masa lebih lama daripada 24 jam untuk menerima atau menolak permintaan tersebut. Jika tetamu masih berminat, mereka perlu menghantar permintaan baharu. Dapatkan butiran lanjut tentang permintaan yang ditolak atau tamat tempoh. Permintaan ditarik balik Tetamu menghantar permintaan perjalanan tetapi kemudian memutuskan untuk membatalkannya. Ulasan tetamu Perjalanan telah berakhir, dan Hos mempunyai 14 hari untuk meninggalkan ulasan untuk tetamu. Tawaran istimewa dihantar Hos telah menjemput tetamu untuk menempah tarikh yang ditunjukkan pada harga yang berbeza daripada yang disenaraikan. Hos sering melakukan ini untuk menawarkan diskaun atau menambah jumlah tambahan, seperti yuran haiwan peliharaan, pada tempahan. Tetamu mempunyai 24 jam untuk menerima dengan memilih Tempah Sekarang—pada ketika itu, tempahan diterima secara automatik. Perjalanan ditukar oleh Airbnb Pasukan sokongan pelanggan kami telah menukar butiran perjalanan bagi pihak Hos atau tetamu. Perubahan perjalanan ditolak Hos telah menolak permintaan tetamu untuk menukar butiran tentang perjalanan mereka. Perubahan perjalanan diminta Tetamu telah meminta untuk menukar butiran tentang perjalanan mereka. Jika Hos tidak menerima, mereka perlu menggunakan pelan asal atau membatalkannya. Perubahan perjalanan dihantar Hos telah meminta untuk menukar butiran tentang perjalanan mereka. Jika tetamu tidak menerima, mereka perlu mengikut pelan asal atau membatalkannya. Perjalanan ditolak Tetamu bertanya soalan perjalanan dan Hos menolaknya, yang bermaksud tetamu tidak dapat menghantar permintaan perjalanan. Ini mungkin disebabkan oleh perubahan dalam ketersediaannya. Pertanyaan Tetamu telah bertanya soalan tentang tarikh tertentu tetapi masih belum menghantar permintaan perjalanan. Untuk mengekalkan kadar respons mereka, kami menggalakkan Hos untuk menulis semula dalam masa 24 jam dan menjemput tetamu untuk menempah, menolak atau menghantar tawaran istimewa sebelum pertanyaan tamat tempoh. Jika status anda menyatakan ""Siasatan - tamat tempoh tidak lama lagi"", semak papan pemuka Today untuk mengetahui berapa jam anda perlu membalas sebelum terlambat. Ketahui lebih lanjut tentang menghubungi Hos."
menghubungi_tiada_balasan,"Kebanyakan Hos bertindak balas dalam masa beberapa jam, tetapi zon waktu dan kekurangan akses Internet mungkin memperlahankan keadaan. Sementara itu, cuba hubungi Hos lain di kawasan itu. Hanya berhati-hati untuk tidak menghantar lebih daripada satu permintaan perjalanan untuk tarikh yang sama untuk memastikan anda tidak mendapat tempahan dua kali ganda. Tidak mahu menunggu respons Hos? Cuba penyenaraian tempah Segera—mereka membenarkan anda membuat tempahan dengan segera tanpa perlu menghantar permintaan kepada Hos untuk kelulusan, dengan syarat anda telah melengkapkan persediaan akaun anda."
hubungi_bila,"Hos mempunyai 24 jam untuk menerima atau menolak permintaan anda, tetapi sebahagian besar membalas dalam masa 12 jam. Kemungkinannya, ia akan menjadi lebih cepat: Lebih separuh daripada semua permintaan perjalanan diterima dalam masa satu jam selepas Hos membacanya. Anda boleh menyemak status permintaan perjalanan anda pada bila-bila masa yang anda suka, tetapi anda juga akan menerima kemas kini e-mel apabila keadaan berubah. Apabila Hos mengesahkan permintaan anda, bayaran anda akan diproses dan dikutip sepenuhnya oleh Airbnb. Jika mereka menolak atau membiarkannya tamat tempoh, anda tidak akan dikenakan bayaran dan anda bebas untuk menempah penginapan lain. Perlukan maklumat lanjut daripada Hos anda? Anda boleh menggunakan Peti Masuk anda untuk menghantar mesej kepada Hos atau pergi ke Perjalanan anda."
perubahan_sementara_menunggu,"Perubahan rancangan? Tiada masalah. Selagi status tempahan anda masih belum selesai, anda boleh menarik balik permintaan anda dan menghantar permintaan baharu: Hanya pergi ke urutan mesej anda dengan Hos dan pilih Tarik balik permintaan, atau anda boleh pergi ke Perjalanan dan membatalkan permintaan perjalanan yang belum selesai. Selepas itu, hantarkan permintaan baharu dengan butiran terkini anda. Selepas anda membatalkan atau menarik balik permintaan itu, anda boleh menghantar permintaan baharu dengan tarikh atau bilangan tetamu anda yang telah diubah."
